0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value	12	12_value	13	13_value	14	14_value	15	15_value	16	16_value
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	6.29835741693386	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	3.29744420819476	AMIT_EGF_RESPONSE_40_HELA	5.85881357500538	DANG_REGULATED_BY_MYC_DN	10.9968833000751	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	3.23500127942353	YAMAZAKI_TCEB3_TARGETS_UP	3.84316043208792	REACTOME_MUSCLE_CONTRACTION	2.10805054562089	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	4.31308919864111	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	4.57396094709152	REN_ALVEOLAR_RHABDOMYOSARCOMA_DN	8.13625624668757	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	33.2587449942199	SMID_BREAST_CANCER_NORMAL_LIKE_UP	2.96700654374178	PID_FGF_PATHWAY	3.85959989669104	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	4.99253294006219	BIOCARTA_CSK_PATHWAY	2.8252131393403	WONG_ADULT_TISSUE_STEM_MODULE	5.47231651651999	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.95559896510453
MARKEY_RB1_CHRONIC_LOF_DN	6.15652763513739	SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	3.28212297639325	DELYS_THYROID_CANCER_UP	5.77677262274317	LANDIS_ERBB2_BREAST_TUMORS_324_DN	10.7811428346321	BENPORATH_ES_WITH_H3K27ME3	3.22286671808571	DURAND_STROMA_NS_UP	3.84316043208792	YAO_HOXA10_TARGETS_VIA_PROGESTERONE_DN	2.10127032888312	MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN	4.254363706565	RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	4.57222546872756	HOLLERN_EMT_BREAST_TUMOR_UP	8.11103240742392	MITSIADES_RESPONSE_TO_APLIDIN_DN	33.1822116248174	REACTOME_GLUTATHIONE_CONJUGATION	2.96474516904111	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	3.84247832868816	REACTOME_DAP12_INTERACTIONS	4.99253294006219	WONG_ADULT_TISSUE_STEM_MODULE	2.79146325170182	DOUGLAS_BMI1_TARGETS_UP	5.43789770029663	CASTELLANO_NRAS_TARGETS_UP	3.93823676876875
GROSS_HYPOXIA_VIA_ELK3_DN	6.1399168222894	HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP	3.26883502956143	WP_IL18_SIGNALING_PATHWAY	5.75340641387105	LIM_MAMMARY_LUMINAL_MATURE_DN	10.7718776381837	LIU_PROSTATE_CANCER_DN	3.21056630524875	SMID_BREAST_CANCER_LUMINAL_B_DN	3.82787435259944	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	2.10127032888312	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	4.24426227501851	NABA_CORE_MATRISOME	4.51659147944517	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	8.07696399525642	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	33.0154428098128	ZHU_CMV_24_HR_DN	2.94109633920762	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	3.81621974209916	FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	4.92263760010922	BIOCARTA_TH1TH2_PATHWAY	2.78966428539926	DURAND_STROMA_S_UP	5.34740304104944	WP_CYTOSOLIC_DNASENSING_PATHWAY	3.90422015022221
BURTON_ADIPOGENESIS_PEAK_AT_2HR	6.11891922827448	WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	3.26883502956143	BURTON_ADIPOGENESIS_PEAK_AT_2HR	5.64951581024879	VERRECCHIA_RESPONSE_TO_TGFB1_C2	10.651244112628	PEREZ_TP53_AND_TP63_TARGETS	3.19410127667856	HOELZEL_NF1_TARGETS_DN	3.81572458002859	MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	2.10127032888312	WOO_LIVER_CANCER_RECURRENCE_UP	4.24055802505808	PID_S1P_S1P3_PATHWAY	4.48368775945223	HOSHIDA_LIVER_CANCER_SUBCLASS_S1	8.07696399525642	SHEPARD_BMYB_MORPHOLINO_DN	32.7895411411089	KHETCHOUMIAN_TRIM24_TARGETS_DN	2.9323613256117	PLASARI_TGFB1_TARGETS_10HR_DN	3.79189991072584	WIELAND_UP_BY_HBV_INFECTION	4.91425440099695	GAVIN_FOXP3_TARGETS_CLUSTER_T4	2.7524866901421	REACTOME_MUSCLE_CONTRACTION	5.29579614211276	DER_IFN_ALPHA_RESPONSE_UP	3.90422015022221
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	6.06318700489428	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	3.25715003748562	BROCKE_APOPTOSIS_REVERSED_BY_IL6	5.63982073675285	TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	10.6306531996846	REN_ALVEOLAR_RHABDOMYOSARCOMA_UP	3.16119628452684	DORN_ADENOVIRUS_INFECTION_32HR_DN	3.80422012366921	BIOCARTA_ATM_PATHWAY	2.10127032888312	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	4.20865576960021	BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	4.48238414321007	GOLUB_ALL_VS_AML_DN	8.06481499152248	WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	32.4252800568871	REACTOME_INTERLEUKIN_18_SIGNALING	2.9323613256117	BAELDE_DIABETIC_NEPHROPATHY_DN	3.78612541149643	CHYLA_CBFA2T3_TARGETS_UP	4.90385327306105	HAHTOLA_SEZARY_SYNDROM_UP	2.72788250243937	WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	5.09434946633304	RUAN_RESPONSE_TO_TNF_UP	3.85576341052377
MARTENS_BOUND_BY_PML_RARA_FUSION	6.051655212007	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	3.2513893701581	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	5.60348653675938	QI_PLASMACYTOMA_DN	10.6279038404161	XIE_ST_HSC_S1PR3_OE_DN	3.16101171227654	NEWMAN_ERCC6_TARGETS_DN	3.76399711167824	REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	2.10127032888312	CUI_TCF21_TARGETS_2_DN	4.20775192184659	CAIRO_HEPATOBLASTOMA_UP	4.47555877213248	BERENJENO_TRANSFORMED_BY_RHOA_UP	8.05854029735478	WHITFIELD_CELL_CYCLE_LITERATURE	31.9734471104866	REACTOME_BIOLOGICAL_OXIDATIONS	2.91165636684357	BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	3.74862102729865	PID_CASPASE_PATHWAY	4.79115720367136	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	2.70378916116982	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	5.02365211365671	FRIDMAN_SENESCENCE_UP	3.85487367308987
ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP	6.03852315033212	REACTOME_SIGNALING_BY_INTERLEUKINS	3.242185522958	AMIT_EGF_RESPONSE_60_HELA	5.59997476315251	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	10.5280744123179	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	3.151267084054	DORN_ADENOVIRUS_INFECTION_48HR_DN	3.76399711167824	PID_IL4_2PATHWAY	2.09357469614692	IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	4.1972090918889	GROSS_HYPOXIA_VIA_ELK3_DN	4.4457629168095	GAL_LEUKEMIC_STEM_CELL_DN	8.03781986049327	RUIZ_TNC_TARGETS_DN	31.9508705528477	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	2.90049678661061	WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	3.74862102729865	MARSON_BOUND_BY_FOXP3_STIMULATED	4.75975431058444	ZHENG_FOXP3_TARGETS_UP	2.69128306255248	SMID_BREAST_CANCER_NORMAL_LIKE_UP	4.96636942809966	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	3.84897141264745
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	6.02700779614285	RUTELLA_RESPONSE_TO_HGF_DN	3.23272677146369	PODAR_RESPONSE_TO_ADAPHOSTIN_UP	5.57105102603549	MILI_PSEUDOPODIA_HAPTOTAXIS_DN	10.4939663712212	AMIT_SERUM_RESPONSE_240_MCF10A	3.11990046893872	DURAND_STROMA_S_UP	3.72791240940399	OUYANG_PROSTATE_CANCER_MARKERS	2.0634931853994	SWEET_LUNG_CANCER_KRAS_DN	4.19434808796663	RIGGI_EWING_SARCOMA_PROGENITOR_UP	4.39951311120652	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	7.97386879326373	SHEPARD_CRASH_AND_BURN_MUTANT_DN	31.9139615870299	SPIRA_SMOKERS_LUNG_CANCER_UP	2.87060488547649	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	3.6897131374296	PID_IL2_1PATHWAY	4.66942703278716	LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	2.63438306995151	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	4.95324410104221	GRANDVAUX_IRF3_TARGETS_UP	3.79395510822131
WP_IL18_SIGNALING_PATHWAY	5.95799313722498	BROCKE_APOPTOSIS_REVERSED_BY_IL6	3.21736784816008	TSAI_RESPONSE_TO_IONIZING_RADIATION	5.54846041822384	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	10.3826374693364	LEE_BMP2_TARGETS_UP	3.06697075312108	DELYS_THYROID_CANCER_UP	3.70825825126454	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	2.0634931853994	URS_ADIPOCYTE_DIFFERENTIATION_UP	4.1576360917579	SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN	4.38035069674803	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	7.95426879543488	PUJANA_XPRSS_INT_NETWORK	31.8042271831099	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	2.86943928076188	LEE_LIVER_CANCER_E2F1_UP	3.6450112107755	MOREIRA_RESPONSE_TO_TSA_DN	4.5889061414127	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	2.63161129147143	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	4.89627748777722	TSAI_DNAJB4_TARGETS_UP	3.79395510822131
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	5.9481030599469	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	3.21330935925944	POOLA_INVASIVE_BREAST_CANCER_UP	5.54224690834347	KEGG_FOCAL_ADHESION	10.3645098620938	RIGGI_EWING_SARCOMA_PROGENITOR_UP	3.05868522224794	CHANG_POU5F1_TARGETS_UP	3.69213060286946	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	2.0634931853994	MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	4.15669189991446	GUO_HEX_TARGETS_DN	4.35346248243863	MOOTHA_PGC	7.94682111744563	PATIL_LIVER_CANCER	31.3155226135547	MARTINEZ_RB1_AND_TP53_TARGETS_DN	2.85836496263065	ZHU_CMV_ALL_DN	3.63579515908805	VANASSE_BCL2_TARGETS_DN	4.52899818226562	GOZGIT_ESR1_TARGETS_DN	2.58412457058397	RODWELL_AGING_KIDNEY_UP	4.86581394450283	JACKSON_DNMT1_TARGETS_UP	3.76168773624255
LEI_MYB_TARGETS	5.94251494460002	KEGG_PPAR_SIGNALING_PATHWAY	3.18619868983877	HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	5.53673381219577	HAN_JNK_SINGALING_DN	10.2740161086378	BAELDE_DIABETIC_NEPHROPATHY_DN	3.05129633444592	NABA_ECM_REGULATORS	3.68042873193501	FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	2.05850837330508	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	4.14986649192536	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	4.35346248243863	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	7.91150693480632	POOLA_INVASIVE_BREAST_CANCER_UP	31.1708033982012	MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	2.85407325565257	MARTINEZ_RB1_TARGETS_UP	3.58593068727769	BIOCARTA_TOB1_PATHWAY	4.52609131440556	DORSEY_GAB2_TARGETS	2.5759441343766	BURTON_ADIPOGENESIS_PEAK_AT_0HR	4.8437908046549	ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	3.74090997053936
GAVIN_FOXP3_TARGETS_CLUSTER_P4	5.90243518118527	ONDER_CDH1_TARGETS_2_DN	3.16681720598826	REACTOME_INNATE_IMMUNE_SYSTEM	5.47631404761455	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	10.1345124864366	DASU_IL6_SIGNALING_UP	3.01584197340947	DORN_ADENOVIRUS_INFECTION_24HR_DN	3.64920732277773	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	2.05850837330508	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_15	4.05621262307521	DURAND_STROMA_S_UP	4.24332790867432	KARLSSON_TGFB1_TARGETS_DN	7.86436642628258	CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	31.0459252307636	COLDREN_GEFITINIB_RESISTANCE_DN	2.85407325565257	NABA_CORE_MATRISOME	3.57647645197367	CAIRO_HEPATOBLASTOMA_CLASSES_DN	4.48339515006238	MARSON_FOXP3_TARGETS_STIMULATED_UP	2.5759441343766	MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	4.83589962195628	ROETH_TERT_TARGETS_UP	3.73630274426378
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	5.88235729796027	HELLER_SILENCED_BY_METHYLATION_DN	3.16366440189332	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5	5.43905973443654	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	9.9434421485051	VANTVEER_BREAST_CANCER_ESR1_DN	3.01138581697527	MIKKELSEN_MEF_LCP_WITH_H3K4ME3	3.59585457008331	YOSHIMURA_MAPK8_TARGETS_UP	2.04856603370765	NAKAMURA_ADIPOGENESIS_EARLY_DN	4.05621262307521	WP_ENDOTHELIN_PATHWAYS	4.23679406609114	DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	7.84150663750727	MORI_PRE_BI_LYMPHOCYTE_UP	30.7203637338701	BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN	2.84082998486489	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	3.55613736555865	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	4.4760502234076	MARSHALL_VIRAL_INFECTION_RESPONSE_DN	2.5759441343766	FARMER_BREAST_CANCER_CLUSTER_4	4.82397183526565	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	3.68904282313496
FOSTER_TOLERANT_MACROPHAGE_UP	5.86614899903891	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	3.1379183903555	MARZEC_IL2_SIGNALING_UP	5.43622545305217	REACTOME_COLLAGEN_DEGRADATION	9.8786413612808	WANG_SMARCE1_TARGETS_UP	2.99995525481661	NGUYEN_NOTCH1_TARGETS_DN	3.56495293381665	CHICAS_RB1_TARGETS_CONFLUENT	2.04419460077648	NAKAMURA_ADIPOGENESIS_LATE_DN	4.05621262307521	PID_HIF2PATHWAY	4.23679406609114	MUNSHI_MULTIPLE_MYELOMA_UP	7.76098231627936	FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	30.5757789052576	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	2.82739396340613	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	3.55545266887713	WORSCHECH_TUMOR_REJECTION_UP	4.4760502234076	CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	2.5759441343766	WILCOX_RESPONSE_TO_PROGESTERONE_DN	4.79292586273662	WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	3.68228464352523
RUTELLA_RESPONSE_TO_HGF_UP	5.84583945533147	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN	3.11095556398477	LIAN_LIPA_TARGETS_6M	5.43361336631713	NABA_COLLAGENS	9.86526981938882	REACTOME_RHO_GTPASE_CYCLE	2.99297629841486	PASINI_SUZ12_TARGETS_DN	3.55538949069719	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	2.04140149099607	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	4.04356600941798	SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	4.23390504128146	BUFFA_HYPOXIA_METAGENE	7.66794963587857	YU_MYC_TARGETS_UP	30.2643307823016	GAVIN_FOXP3_TARGETS_CLUSTER_P6	2.81794017307115	NABA_ECM_GLYCOPROTEINS	3.54389829968706	CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	4.32685240455897	WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	2.52378778798712	MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	4.76394572937993	RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	3.63147166121582
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	5.84225787670447	REACTOME_METABOLISM_OF_LIPIDS	3.09297306959723	WIERENGA_STAT5A_TARGETS_UP	5.39258702070735	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	9.86526981938882	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	2.9813128279779	LEI_HOXC8_TARGETS_DN	3.55104417418238	SANSOM_APC_TARGETS_UP	2.03052815581127	MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	4.02749531308976	REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	4.23390504128146	LIAN_LIPA_TARGETS_6M	7.64103945034575	LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	29.2528848146727	RUIZ_TNC_TARGETS_UP	2.81494133304588	BURTON_ADIPOGENESIS_2	3.45654482752948	BASSO_CD40_SIGNALING_DN	4.25712259878014	PUJANA_BRCA2_PCC_NETWORK	2.45214399733289	HOWLIN_PUBERTAL_MAMMARY_GLAND	4.74358785767983	DANG_REGULATED_BY_MYC_DN	3.54809146796569
WOO_LIVER_CANCER_RECURRENCE_UP	5.77204256549276	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BROWN_UP	3.08722367544236	DANG_REGULATED_BY_MYC_DN	5.39102520530588	LEE_NEURAL_CREST_STEM_CELL_UP	9.84129936349924	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	2.97286283185294	HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR	3.55104417418238	WP_PI3KAKTMTOR_VITD3_SIGNALLING	2.0274351837192	CUI_TCF21_TARGETS_UP	4.01247726874292	ELVIDGE_HYPOXIA_UP	4.20302455779322	LENAOUR_DENDRITIC_CELL_MATURATION_UP	7.63926265764831	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	29.0357333399641	LI_LUNG_CANCER	2.81179435531196	NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON	3.43558258184856	WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN	4.25175620143869	KEGG_PRIMARY_IMMUNODEFICIENCY	2.45126288149267	PLASARI_TGFB1_TARGETS_10HR_DN	4.66939289741245	HOWLIN_CITED1_TARGETS_2_UP	3.53808850697856
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN	5.73314551699612	BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	3.08722367544236	YOSHIMURA_MAPK8_TARGETS_DN	5.35744093454616	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	9.79041061954048	MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	2.93398313377031	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	3.51078789333984	WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	2.0274351837192	MARTINEZ_TP53_TARGETS_UP	3.93151612406304	LANDIS_BREAST_CANCER_PROGRESSION_DN	4.1540610006849	WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS	7.63605918476365	CHICAS_RB1_TARGETS_GROWING	27.7382857859117	DELYS_THYROID_CANCER_DN	2.80742543639514	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	3.43453421667085	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	4.19029090268545	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	2.43883432688393	REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	4.65177978852462	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.505786397912
POOLA_INVASIVE_BREAST_CANCER_UP	5.71932692274172	WIERENGA_STAT5A_TARGETS_UP	3.07683360191079	SMIRNOV_RESPONSE_TO_IR_2HR_UP	5.32294863044676	WU_CELL_MIGRATION	9.7832566953647	REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	2.93392101049416	KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	3.50830808876138	BIOCARTA_ATRBRCA_PATHWAY	2.0274351837192	REACTOME_L1CAM_INTERACTIONS	3.91608761131633	MULLIGHAN_MLL_SIGNATURE_1_DN	4.14744289929831	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	7.63095011129232	TIEN_INTESTINE_PROBIOTICS_24HR_UP	27.6608158343167	MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	2.76897584394996	WANG_MLL_TARGETS	3.41443862483034	GOLDRATH_ANTIGEN_RESPONSE	4.1849155927005	BROWN_MYELOID_CELL_DEVELOPMENT_DN	2.42942102201347	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	4.62267101533321	XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	3.4949622889376
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	5.6955142520732	GROSS_HYPOXIA_VIA_ELK3_DN	3.05507275068376	KRIGE_AMINO_ACID_DEPRIVATION	5.32084346552482	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	9.76965926942049	GUO_HEX_TARGETS_DN	2.9186895604335	TSENG_IRS1_TARGETS_DN	3.49419586678084	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	2.0257546246791	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	3.89585788670219	WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	4.10868314055159	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	7.61038962132428	BIDUS_METASTASIS_UP	27.3943655132734	REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	2.76897584394996	LINDGREN_BLADDER_CANCER_CLUSTER_2B	3.40616195721755	ZHENG_BOUND_BY_FOXP3	4.15774325207277	YANG_BREAST_CANCER_ESR1_UP	2.42844372691028	HOSHIDA_LIVER_CANCER_SURVIVAL_UP	4.60390337084668	DER_IFN_BETA_RESPONSE_UP	3.49368409552575
SMID_BREAST_CANCER_NORMAL_LIKE_UP	5.68494691519591	BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP	3.05020156633348	ABE_VEGFA_TARGETS_30MIN	5.32084346552482	KHETCHOUMIAN_TRIM24_TARGETS_UP	9.71378526402417	MAINA_HYPOXIA_VHL_TARGETS_UP	2.91248998423808	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	3.48692902726026	MIKKELSEN_MEF_ICP_WITH_H3K27ME3	2.01357159873755	BRUECKNER_TARGETS_OF_MIRLET7A3_DN	3.88449942802202	MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	4.10504374299591	WP_SPINAL_CORD_INJURY	7.54926009496098	PUJANA_BRCA1_PCC_NETWORK	27.10393618103	KEGG_PATHWAYS_IN_CANCER	2.7586353997072	NUYTTEN_NIPP1_TARGETS_DN	3.38655514688457	FINAK_BREAST_CANCER_SDPP_SIGNATURE	4.15682096928586	KEGG_CELL_ADHESION_MOLECULES_CAMS	2.37454325672873	AFFAR_YY1_TARGETS_DN	4.58598139213421	WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	3.48169998770439
LIAN_LIPA_TARGETS_6M	5.6517519341577	PID_UPA_UPAR_PATHWAY	3.04932497668796	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	5.32055458270022	BLALOCK_ALZHEIMERS_DISEASE_UP	9.63143827372106	ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP	2.90805191025863	REACTOME_MUSCLE_CONTRACTION	3.44723506023137	AKL_HTLV1_INFECTION_DN	2.00799967738321	REACTOME_LGI_ADAM_INTERACTIONS	3.8645311091342	FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	4.08978932318725	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	7.54166475278145	WHITFIELD_CELL_CYCLE_G2_M	27.050064770492	REACTOME_SIGNALING_BY_RETINOIC_ACID	2.75580701425583	VALK_AML_CLUSTER_12	3.37552923000632	MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	4.14723521670123	ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	2.36357038491058	MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_INDEPENDENT	4.54872490791001	BOSCO_TH1_CYTOTOXIC_MODULE	3.36790012407622
